t,tp,y,u,pot,dtp,dt,step,pct,ref
0.000000,0.000000,0.000000,100.000000,0.000000,0.012292,0.000097,0.000000,0.000044,0.000000
0.020090,0.019416,0.131836,0.000000,0.000000,0.019416,0.020001,1.000000,0.019456,0.000000
0.040097,0.039440,0.791016,0.000000,0.000000,0.020024,0.020007,2.000000,0.039480,0.000000
0.060067,0.060016,1.911621,0.000000,0.000000,0.020576,0.020135,3.000000,0.060056,0.000000
0.080235,0.079868,3.427734,0.000000,0.000000,0.019852,0.020007,4.000000,0.079908,0.000000
0.100243,0.100016,5.009766,0.000000,0.000000,0.020148,0.020005,5.000000,0.100056,0.000000
0.120250,0.119984,6.723633,0.000000,0.000000,0.019968,0.020006,6.000000,0.120028,0.000000
0.140253,0.140008,8.437500,0.000000,0.000000,0.020024,0.020004,7.000000,0.140048,0.000000
0.160188,0.159984,10.019531,0.000000,0.000000,0.019976,0.020094,8.000000,0.160028,0.000000
0.180351,0.180008,11.337891,0.000000,0.000000,0.020024,0.020004,9.000000,0.180048,0.000000
0.200354,0.200032,12.260742,0.000000,0.000000,0.020024,0.020002,10.000000,0.200072,0.000000
0.220361,0.220012,12.919922,0.000000,0.000000,0.019980,0.020007,11.000000,0.220052,0.000000
0.240366,0.239860,13.183594,0.000000,0.000000,0.019848,0.020005,12.000000,0.239900,0.000000
0.260295,0.260016,12.985840,0.000000,0.000000,0.020156,0.020097,13.000000,0.260056,0.000000
0.280465,0.280004,12.392578,0.000000,0.000000,0.019988,0.020006,14.000000,0.280044,0.000000
0.300470,0.300020,11.469727,0.000000,0.000000,0.020016,0.020001,15.000000,0.300060,0.000000
0.320470,0.319996,10.085449,0.000000,0.000000,0.019976,0.020005,16.000000,0.320036,0.000000
0.340475,0.340012,8.437500,0.000000,0.000000,0.020016,0.020001,17.000000,0.340052,0.000000
0.360418,0.360004,6.459961,0.000000,0.000000,0.019992,0.020114,18.000000,0.360044,0.000000
0.380591,0.380020,4.284668,0.000000,0.000000,0.020016,0.020002,19.000000,0.380060,0.000000
0.400594,0.399832,1.977539,0.000000,0.000000,0.019812,0.020003,20.000000,0.399872,0.000000
0.420595,0.420016,-0.395508,0.000000,0.000000,0.020184,0.020000,21.000000,0.420056,0.000000
0.440601,0.440040,-2.636719,0.000000,0.000000,0.020024,0.020006,22.000000,0.440080,0.000000
0.460542,0.460016,-4.877930,0.000000,0.000000,0.019976,0.020094,23.000000,0.460052,0.000000
0.480699,0.480032,-6.987305,0.000000,0.000000,0.020016,0.020004,24.000000,0.480072,0.000000
0.500701,0.500008,-8.635254,0.000000,0.000000,0.019976,0.020002,25.000000,0.500052,0.000000
0.520707,0.519992,-10.151367,0.000000,0.000000,0.019984,0.020007,26.000000,0.520036,0.000000
0.540714,0.540016,-11.206055,0.000000,0.000000,0.020024,0.020007,27.000000,0.540052,0.000000
0.560655,0.560032,-11.865234,0.000000,0.000000,0.020016,0.020093,28.000000,0.560068,0.000000
0.560816,0.581004,-12.062988,0.000000,0.000000,0.020972,0.020527,29.000000,0.581044,0.000000
0.581343,0.611028,-11.601562,0.000000,0.000000,0.030024,0.029808,30.000000,0.611068,0.000000
0.631146,0.630448,-10.810547,0.000000,0.000000,0.019420,0.020004,31.000000,0.630488,0.000000
