t,tp,y,u,pot,dtp,dt,step,pct,ref
0.000000,0.000000,0.000000,100.000000,0.000000,0.031400,0.000073,0.000000,0.000044,0.000000
0.020065,0.019972,0.065918,0.000000,0.000000,0.019972,0.020000,1.000000,0.020008,0.000000
0.040069,0.040004,0.659180,0.000000,0.000000,0.020032,0.020004,2.000000,0.040044,0.000000
0.060071,0.059980,1.845703,0.000000,0.000000,0.019976,0.020003,3.000000,0.060016,0.000000
0.080077,0.080396,3.295898,0.000000,0.000000,0.020416,0.020005,4.000000,0.080436,0.000000
0.100082,0.099992,5.009766,0.000000,0.000000,0.019596,0.020005,5.000000,0.100036,0.000000
0.120088,0.119976,6.723633,0.000000,0.000000,0.019984,0.020007,6.000000,0.120016,0.000000
0.140095,0.139956,8.503418,0.000000,0.000000,0.019980,0.020006,7.000000,0.140000,0.000000
0.160098,0.159980,10.085449,0.000000,0.000000,0.020024,0.020003,8.000000,0.160020,0.000000
0.180099,0.179956,11.469727,0.000000,0.000000,0.019976,0.020002,9.000000,0.180000,0.000000
0.200101,0.199968,12.524414,0.000000,0.000000,0.020012,0.020002,10.000000,0.200008,0.000000
0.220107,0.219988,13.249512,0.000000,0.000000,0.020020,0.020005,11.000000,0.220028,0.000000
0.240107,0.239952,13.579102,0.000000,0.000000,0.019964,0.020000,12.000000,0.239996,0.000000
0.240115,0.263380,13.513184,0.000000,0.000000,0.023428,0.023543,13.000000,0.263424,0.000000
0.283653,0.283968,12.919922,0.000000,0.000000,0.020588,0.020003,14.000000,0.284008,0.000000
0.303655,0.303996,11.931152,0.000000,0.000000,0.020028,0.020002,15.000000,0.304036,0.000000
0.323655,0.324000,10.612793,0.000000,0.000000,0.020004,0.020000,16.000000,0.324040,0.000000
0.343661,0.343992,8.964844,0.000000,0.000000,0.019992,0.020006,17.000000,0.344032,0.000000
0.363668,0.363968,7.119141,0.000000,0.000000,0.019976,0.020008,18.000000,0.364008,0.000000
0.383676,0.383996,5.009766,0.000000,0.000000,0.020028,0.020007,19.000000,0.384036,0.000000
0.403680,0.403972,2.702637,0.000000,0.000000,0.019976,0.020005,20.000000,0.404008,0.000000
0.423682,0.423988,0.329590,0.000000,0.000000,0.020016,0.020001,21.000000,0.424028,0.000000
0.423690,0.445988,-2.241211,0.000000,0.000000,0.022000,0.022182,22.000000,0.446028,0.000000
0.465867,0.465976,-4.416504,0.000000,0.000000,0.019988,0.020003,23.000000,0.466016,0.000000
0.485872,0.485988,-6.328125,0.000000,0.000000,0.020012,0.020005,24.000000,0.486028,0.000000
0.505879,0.505964,-8.107910,0.000000,0.000000,0.019976,0.020007,25.000000,0.506008,0.000000
0.525881,0.525996,-9.624023,0.000000,0.000000,0.020032,0.020003,26.000000,0.526032,0.000000
0.545889,0.545976,-10.744629,0.000000,0.000000,0.019980,0.020007,27.000000,0.546016,0.000000
0.565889,0.566004,-11.469727,0.000000,0.000000,0.020028,0.020001,28.000000,0.566040,0.000000
0.585894,0.585976,-11.799316,0.000000,0.000000,0.019972,0.020005,29.000000,0.586016,0.000000
0.605902,0.605996,-11.733398,0.000000,0.000000,0.020020,0.020008,30.000000,0.606036,0.000000
0.625904,0.625964,-11.206055,0.000000,0.000000,0.019968,0.020001,31.000000,0.626004,0.000000
0.645906,0.645988,-10.283203,0.000000,0.000000,0.020024,0.020004,32.000000,0.646028,0.000000
0.665910,0.666000,-8.964844,0.000000,0.000000,0.020012,0.020003,33.000000,0.666040,0.000000
0.685913,0.685992,-7.382812,0.000000,0.000000,0.019992,0.020002,34.000000,0.686032,0.000000
0.705918,0.706000,-5.537109,0.000000,0.000000,0.020008,0.020005,35.000000,0.706040,0.000000
0.725920,0.725984,-3.559570,0.000000,0.000000,0.019984,0.020002,36.000000,0.726024,0.000000
0.745922,0.746004,-1.318359,0.000000,0.000000,0.020020,0.020002,37.000000,0.746044,0.000000
0.765924,0.765984,0.922852,0.000000,0.000000,0.019980,0.020003,38.000000,0.766024,0.000000
0.785927,0.785996,3.164062,0.000000,0.000000,0.020012,0.020002,39.000000,0.786036,0.000000
0.805932,0.805976,5.141602,0.000000,0.000000,0.019980,0.020005,40.000000,0.806016,0.000000
0.825933,0.825996,6.987305,0.000000,0.000000,0.020020,0.020001,41.000000,0.826044,0.000000
0.845940,0.845984,8.701172,0.000000,0.000000,0.019988,0.020007,42.000000,0.846024,0.000000
0.865940,0.866004,10.019531,0.000000,0.000000,0.020020,0.020001,43.000000,0.866044,0.000000
0.885942,0.885984,10.876465,0.000000,0.000000,0.019980,0.020002,44.000000,0.886024,0.000000
0.905947,0.905964,11.403809,0.000000,0.000000,0.019980,0.020005,45.000000,0.906008,0.000000
0.925950,0.925976,11.601562,0.000000,0.000000,0.020012,0.020002,46.000000,0.926016,0.000000
0.945955,0.946004,11.337891,0.000000,0.000000,0.020028,0.020005,47.000000,0.946044,0.000000
0.965960,0.965976,10.678711,0.000000,0.000000,0.019972,0.020005,48.000000,0.966012,0.000000
0.985960,0.985996,9.624023,0.000000,0.000000,0.020020,0.020000,49.000000,0.986036,0.000000
1.005963,1.005964,8.305664,0.000000,0.000000,0.019968,0.020003,50.000000,1.006004,0.000000
1.025968,1.025996,6.723633,0.000000,0.000000,0.020032,0.020005,51.000000,1.026036,0.000000
1.045971,1.045976,5.009766,0.000000,0.000000,0.019980,0.020004,52.000000,1.046016,0.000000
1.065979,1.066004,2.966309,0.000000,0.000000,0.020028,0.020007,53.000000,1.066044,0.000000
1.085979,1.085980,0.856934,0.000000,0.000000,0.019976,0.020001,54.000000,1.086016,0.000000
1.105985,1.106004,-1.186523,0.000000,0.000000,0.020024,0.020005,55.000000,1.106044,0.000000
1.125990,1.125988,-3.164062,0.000000,0.000000,0.019984,0.020006,56.000000,1.126024,0.000000
1.145995,1.145964,-5.141602,0.000000,0.000000,0.019976,0.020005,57.000000,1.146008,0.000000
1.166001,1.165980,-6.789551,0.000000,0.000000,0.020016,0.020005,58.000000,1.166024,0.000000
1.186005,1.186012,-8.173828,0.000000,0.000000,0.020032,0.020004,59.000000,1.186052,0.000000
1.206011,1.205992,-9.360352,0.000000,0.000000,0.019980,0.020006,60.000000,1.206032,0.000000
1.226017,1.226008,-10.151367,0.000000,0.000000,0.020016,0.020006,61.000000,1.226048,0.000000
1.226025,1.247020,-10.546875,0.000000,0.000000,0.021012,0.021044,62.000000,1.247060,0.000000
1.267061,1.266992,-10.546875,0.000000,0.000000,0.019972,0.020001,63.000000,1.267028,0.000000
1.287068,1.286976,-10.217285,0.000000,0.000000,0.019984,0.020010,64.000000,1.287016,0.000000
1.307075,1.306984,-9.492188,0.000000,0.000000,0.020008,0.020004,65.000000,1.307024,0.000000
1.327082,1.327004,-8.437500,0.000000,0.000000,0.020020,0.020006,66.000000,1.327044,0.000000
1.347082,1.346968,-7.119141,0.000000,0.000000,0.019964,0.020001,67.000000,1.347012,0.000000
1.367080,1.367004,-5.471191,0.000000,0.000000,0.020036,0.020002,68.000000,1.367044,0.000000
1.387092,1.386980,-3.691406,0.000000,0.000000,0.019976,0.020007,69.000000,1.387016,0.000000
1.387100,1.410016,-1.450195,0.000000,0.000000,0.023036,0.022948,70.000000,1.410052,0.000000
1.430044,1.429988,0.527344,0.000000,0.000000,0.019972,0.020004,71.000000,1.430024,0.000000
1.450045,1.450004,2.504883,0.000000,0.000000,0.020016,0.020001,72.000000,1.450044,0.000000
1.470045,1.469980,4.350586,0.000000,0.000000,0.019976,0.020000,73.000000,1.470016,0.000000
1.490045,1.489996,6.130371,0.000000,0.000000,0.020016,0.020001,74.000000,1.490036,0.000000
1.510052,1.509980,7.646484,0.000000,0.000000,0.019984,0.020006,75.000000,1.510016,0.000000
1.530057,1.530004,8.833008,0.000000,0.000000,0.020024,0.020005,76.000000,1.530044,0.000000
1.550062,1.550028,9.755859,0.000000,0.000000,0.020024,0.020005,77.000000,1.550064,0.000000
1.570065,1.570008,10.283203,0.000000,0.000000,0.019980,0.020004,78.000000,1.570048,0.000000
1.590063,1.589984,10.546875,0.000000,0.000000,0.019976,0.020001,79.000000,1.590024,0.000000
1.610067,1.609992,10.349121,0.000000,0.000000,0.020008,0.020000,80.000000,1.610032,0.000000
1.630065,1.630020,9.821777,0.000000,0.000000,0.020028,0.020002,81.000000,1.630060,0.000000
1.650075,1.649992,8.964844,0.000000,0.000000,0.019972,0.020007,82.000000,1.650028,0.000000
1.670078,1.670012,7.778320,0.000000,0.000000,0.020020,0.020002,83.000000,1.670052,0.000000
1.690078,1.690024,6.394043,0.000000,0.000000,0.020012,0.020001,84.000000,1.690064,0.000000
1.710080,1.710008,4.746094,0.000000,0.000000,0.019984,0.020002,85.000000,1.710048,0.000000
1.730081,1.729992,2.966309,0.000000,0.000000,0.019984,0.020000,86.000000,1.730032,0.000000
1.750081,1.750012,1.120605,0.000000,0.000000,0.020020,0.020000,87.000000,1.750052,0.000000
1.770083,1.769988,-0.725098,0.000000,0.000000,0.019976,0.020002,88.000000,1.770024,0.000000
1.790085,1.790020,-2.570801,0.000000,0.000000,0.020032,0.020003,89.000000,1.790060,0.000000
1.810090,1.809996,-4.350586,0.000000,0.000000,0.019976,0.020005,90.000000,1.810032,0.000000
1.830096,1.830012,-5.800781,0.000000,0.000000,0.020016,0.020006,91.000000,1.830052,0.000000
1.830105,1.850420,-7.250977,0.000000,0.000000,0.020408,0.020368,92.000000,1.850460,0.000000
1.870465,1.870436,-8.305664,0.000000,0.000000,0.020016,0.020000,93.000000,1.870476,0.000000
1.890470,1.890424,-8.964844,0.000000,0.000000,0.019988,0.020006,94.000000,1.890464,0.000000
1.910477,1.910444,-9.426270,0.000000,0.000000,0.020020,0.020006,95.000000,1.910484,0.000000
1.930483,1.930424,-9.492188,0.000000,0.000000,0.019980,0.020007,96.000000,1.930464,0.000000
1.950484,1.950404,-9.228516,0.000000,0.000000,0.019980,0.020001,97.000000,1.950448,0.000000
1.970489,1.970444,-8.635254,0.000000,0.000000,0.020040,0.020005,98.000000,1.970480,0.000000
1.990495,1.990424,-7.778320,0.000000,0.000000,0.019980,0.020006,99.000000,1.990464,0.000000
2.010501,2.010440,-6.591797,0.000000,0.000000,0.020016,0.020005,100.000000,2.010480,0.000000
2.030504,2.030424,-5.207520,0.000000,0.000000,0.019984,0.020004,101.000000,2.030464,0.000000
2.050510,2.050432,-3.625488,0.000000,0.000000,0.020008,0.020005,102.000000,2.050472,0.000000
2.070511,2.070416,-1.845703,0.000000,0.000000,0.019984,0.020002,103.000000,2.070456,0.000000
2.090515,2.090428,-0.131836,0.000000,0.000000,0.020012,0.020003,104.000000,2.090464,0.000000
2.110518,2.110408,1.647949,0.000000,0.000000,0.019980,0.020003,105.000000,2.110448,0.000000
2.130519,2.130436,3.427734,0.000000,0.000000,0.020028,0.020002,106.000000,2.130476,0.000000
2.130528,2.163008,5.866699,0.000000,0.000000,0.032572,0.032307,107.000000,2.163048,0.000000
2.182827,2.182992,7.185059,0.000000,0.000000,0.019984,0.020000,108.000000,2.183032,0.000000
2.202832,2.203004,8.173828,0.000000,0.000000,0.020012,0.020005,109.000000,2.203040,0.000000
2.202840,2.229404,9.030762,0.000000,0.000000,0.026400,0.026599,110.000000,2.229448,0.000000
2.249433,2.249436,9.294434,0.000000,0.000000,0.020032,0.020002,111.000000,2.249476,0.000000
2.269435,2.269404,9.294434,0.000000,0.000000,0.019968,0.020003,112.000000,2.269444,0.000000
2.289439,2.289428,8.833008,0.000000,0.000000,0.020024,0.020004,113.000000,2.289468,0.000000
2.309441,2.309436,8.239746,0.000000,0.000000,0.020008,0.020002,114.000000,2.309472,0.000000
2.309450,2.329416,7.250977,0.000000,0.000000,0.019980,0.020174,115.000000,2.329456,0.000000
