t,tp,y,u,pot,dtp,dt,step,pct,ref
0.000000,0.000000,-0.065918,100.000000,0.000000,0.030372,0.000034,0.000000,0.000052,0.000000
0.020026,0.019988,-0.065918,100.000000,0.000000,0.019988,0.020000,1.000000,0.020028,0.000000
0.040027,0.039976,-0.065918,100.000000,0.000000,0.019988,0.020002,2.000000,0.040016,0.000000
0.060031,0.059964,-0.065918,100.000000,0.000000,0.019988,0.020004,3.000000,0.060004,0.000000
0.080035,0.079996,-0.065918,100.000000,0.000000,0.020032,0.020003,4.000000,0.080036,0.000000
0.100036,0.099980,-0.065918,100.000000,0.000000,0.019984,0.020001,5.000000,0.100024,0.000000
0.120038,0.119968,-0.065918,100.000000,0.000000,0.019988,0.020002,6.000000,0.120008,0.000000
0.140040,0.139960,-0.065918,100.000000,0.000000,0.019992,0.020002,7.000000,0.140000,0.000000
0.160045,0.159996,-0.065918,100.000000,0.000000,0.020036,0.020005,8.000000,0.160036,0.000000
0.180046,0.180384,-0.065918,100.000000,0.000000,0.020388,0.020001,9.000000,0.180428,0.000000
0.180054,0.200988,-0.065918,100.000000,0.000000,0.020604,0.020725,10.000000,0.201028,0.000000
0.220778,0.220984,-0.065918,100.000000,0.000000,0.019996,0.020007,11.000000,0.221024,0.000000
0.240778,0.241000,-0.065918,100.000000,0.000000,0.020016,0.020000,12.000000,0.241044,0.000000
0.260782,0.260992,-0.065918,100.000000,0.000000,0.019992,0.020008,13.000000,0.261032,0.000000
0.280791,0.280968,-0.065918,100.000000,0.000000,0.019976,0.020005,14.000000,0.281008,0.000000
0.300795,0.300832,-0.065918,100.000000,0.000000,0.019864,0.020004,15.000000,0.300872,0.000000
0.320798,0.320992,-0.065918,100.000000,0.000000,0.020160,0.020003,16.000000,0.321032,0.000000
0.340798,0.340984,-0.065918,100.000000,0.000000,0.019992,0.020001,17.000000,0.341024,0.000000
0.360803,0.360964,-0.065918,100.000000,0.000000,0.019980,0.020004,18.000000,0.361004,0.000000
0.380803,0.380996,-0.065918,100.000000,0.000000,0.020032,0.020000,19.000000,0.381036,0.000000
0.380811,0.401952,-0.065918,100.000000,0.000000,0.020956,0.020866,20.000000,0.402000,0.000000
0.421673,0.421988,-0.065918,100.000000,0.000000,0.020036,0.020004,21.000000,0.422028,0.000000
0.441679,0.441972,-0.065918,100.000000,0.000000,0.019984,0.020006,22.000000,0.442012,0.000000
0.461681,0.461956,-0.065918,100.000000,0.000000,0.019984,0.020003,23.000000,0.462000,0.000000
0.481683,0.481996,-0.065918,100.000000,0.000000,0.020040,0.020001,24.000000,0.482036,0.000000
0.501687,0.501984,-0.065918,100.000000,0.000000,0.019988,0.020004,25.000000,0.502024,0.000000
0.521687,0.521968,-0.065918,100.000000,0.000000,0.019984,0.020000,26.000000,0.522008,0.000000
0.541694,0.541992,0.000000,100.000000,0.000000,0.020024,0.020008,27.000000,0.542036,0.000000
0.561699,0.561976,-0.065918,100.000000,0.000000,0.019984,0.020004,28.000000,0.562016,0.000000
0.581699,0.581956,0.000000,100.000000,0.000000,0.019980,0.020000,29.000000,0.582000,0.000000
0.601700,0.601988,0.000000,100.000000,0.000000,0.020032,0.020001,30.000000,0.602028,0.000000
0.621702,0.622000,0.000000,100.000000,0.000000,0.020012,0.020002,31.000000,0.622044,0.000000
0.641704,0.641984,0.000000,100.000000,0.000000,0.019984,0.020002,32.000000,0.642024,0.000000
0.661711,0.661968,0.000000,100.000000,0.000000,0.019984,0.020007,33.000000,0.662008,0.000000
0.681717,0.681996,0.000000,100.000000,0.000000,0.020028,0.020006,34.000000,0.682036,0.000000
0.701718,0.701972,0.065918,100.000000,0.000000,0.019976,0.020001,35.000000,0.702012,0.000000
0.721718,0.722004,0.725098,100.000000,0.000000,0.020032,0.020000,36.000000,0.722044,0.000000
0.741725,0.741988,2.636719,100.000000,0.000000,0.019984,0.020008,37.000000,0.742028,0.000000
0.761727,0.761968,6.262207,100.000000,0.000000,0.019980,0.020001,38.000000,0.762008,0.000000
0.781731,0.781996,11.271973,100.000000,0.000000,0.020028,0.020004,39.000000,0.782036,0.000000
0.801736,0.801976,17.731934,100.000000,0.000000,0.019980,0.020005,40.000000,0.802016,0.000000
0.821739,0.821968,25.510254,100.000000,0.000000,0.019992,0.020003,41.000000,0.822008,0.000000
0.841743,0.841996,34.343262,100.000000,0.000000,0.020028,0.020004,42.000000,0.842036,0.000000
0.861750,0.861984,44.296875,100.000000,0.000000,0.019988,0.020008,43.000000,0.862024,0.000000
0.881751,0.881968,54.909668,100.000000,0.000000,0.019984,0.020000,44.000000,0.882008,0.000000
0.901755,0.901996,65.852051,100.000000,0.000000,0.020028,0.020004,45.000000,0.902036,0.000000
0.921760,0.922012,76.530762,100.000000,0.000000,0.020016,0.020005,46.000000,0.922052,0.000000
0.941767,0.942000,86.484375,100.000000,0.000000,0.019988,0.020007,47.000000,0.942040,0.000000
0.961771,0.961992,95.119629,100.000000,0.000000,0.019992,0.020004,48.000000,0.962032,0.000000
0.981771,0.981976,102.370605,100.000000,0.000000,0.019984,0.020000,49.000000,0.982016,0.000000
1.001774,1.001956,108.171387,100.000000,0.000000,0.019980,0.020003,50.000000,1.002004,0.000000
1.021774,1.021996,112.258301,100.000000,0.000000,0.020040,0.020000,51.000000,1.022036,0.000000
1.041774,1.041972,114.697266,100.000000,0.000000,0.019976,0.020000,52.000000,1.042012,0.000000
1.061778,1.062004,115.290527,100.000000,0.000000,0.020032,0.020004,53.000000,1.062044,0.000000
1.081783,1.081980,114.235840,100.000000,0.000000,0.019976,0.020005,54.000000,1.082024,0.000000
1.101789,1.101976,111.730957,100.000000,0.000000,0.019996,0.020006,55.000000,1.102016,0.000000
1.121792,1.121964,107.644043,100.000000,0.000000,0.019988,0.020003,56.000000,1.122008,0.000000
1.141799,1.141996,102.238770,100.000000,0.000000,0.020032,0.020007,57.000000,1.142036,0.000000
1.161800,1.161976,95.515137,100.000000,0.000000,0.019980,0.020001,58.000000,1.162016,0.000000
1.181806,1.182000,87.604980,100.000000,0.000000,0.020024,0.020006,59.000000,1.182044,0.000000
1.201806,1.201992,78.640137,100.000000,0.000000,0.019992,0.020000,60.000000,1.202032,0.000000
1.221806,1.221968,68.884277,100.000000,0.000000,0.019976,0.020000,61.000000,1.222008,0.000000
1.241807,1.242004,58.798828,100.000000,0.000000,0.020036,0.020001,62.000000,1.242044,0.000000
1.261812,1.261984,48.977051,100.000000,0.000000,0.019980,0.020005,63.000000,1.262024,0.000000
1.281815,1.281976,39.616699,100.000000,0.000000,0.019992,0.020004,64.000000,1.282016,0.000000
1.301816,1.302012,31.311035,100.000000,0.000000,0.020036,0.020000,65.000000,1.302052,0.000000
1.321822,1.322000,23.928223,100.000000,0.000000,0.019988,0.020006,66.000000,1.322044,0.000000
1.341823,1.341988,17.863770,100.000000,0.000000,0.019988,0.020001,67.000000,1.342028,0.000000
1.361825,1.361976,12.985840,100.000000,0.000000,0.019988,0.020002,68.000000,1.362016,0.000000
1.381828,1.381956,9.689941,100.000000,0.000000,0.019980,0.020003,69.000000,1.382004,0.000000
1.401830,1.401996,7.844238,100.000000,0.000000,0.020040,0.020003,70.000000,1.402036,0.000000
1.421833,1.421972,7.448730,100.000000,0.000000,0.019976,0.020002,71.000000,1.422016,0.000000
1.441837,1.441968,8.701172,100.000000,0.000000,0.019996,0.020004,72.000000,1.442008,0.000000
1.461840,1.461996,11.337891,100.000000,0.000000,0.020028,0.020003,73.000000,1.462036,0.000000
1.481844,1.481976,15.490723,100.000000,0.000000,0.019980,0.020004,74.000000,1.482016,0.000000
1.501847,1.502012,20.895996,100.000000,0.000000,0.020036,0.020003,75.000000,1.502052,0.000000
1.521848,1.521992,27.487793,100.000000,0.000000,0.019980,0.020001,76.000000,1.522032,0.000000
1.541853,1.541984,35.134277,100.000000,0.000000,0.019992,0.020006,77.000000,1.542024,0.000000
1.561855,1.561968,43.835449,100.000000,0.000000,0.019984,0.020001,78.000000,1.562008,0.000000
1.581858,1.581996,53.063965,100.000000,0.000000,0.020028,0.020003,79.000000,1.582036,0.000000
1.601865,1.601992,62.819824,100.000000,0.000000,0.019996,0.020008,80.000000,1.602032,0.000000
1.621873,1.621976,72.443848,100.000000,0.000000,0.019984,0.020007,81.000000,1.622016,0.000000
1.641879,1.641996,81.474609,100.000000,0.000000,0.020020,0.020007,82.000000,1.642040,0.000000
1.661886,1.661984,89.450684,100.000000,0.000000,0.019988,0.020006,83.000000,1.662024,0.000000
1.681887,1.681972,96.240234,100.000000,0.000000,0.019988,0.020002,84.000000,1.682012,0.000000
1.701893,1.702004,101.711426,100.000000,0.000000,0.020032,0.020005,85.000000,1.702044,0.000000
1.721893,1.721988,105.468750,100.000000,0.000000,0.019984,0.020000,86.000000,1.722032,0.000000
1.741893,1.741976,107.775879,100.000000,0.000000,0.019988,0.020000,87.000000,1.742016,0.000000
1.761900,1.762012,108.435059,100.000000,0.000000,0.020036,0.020007,88.000000,1.762052,0.000000
1.781901,1.781984,107.512207,100.000000,0.000000,0.019972,0.020002,89.000000,1.782024,0.000000
1.801905,1.801964,105.270996,100.000000,0.000000,0.019980,0.020003,90.000000,1.802008,0.000000
1.821909,1.821984,101.711426,100.000000,0.000000,0.020020,0.020004,91.000000,1.822028,0.000000
1.821917,1.842984,96.503906,100.000000,0.000000,0.021000,0.020918,92.000000,1.843024,0.000000
1.862829,1.863000,90.373535,100.000000,0.000000,0.020016,0.020002,93.000000,1.863044,0.000000
1.882836,1.882992,83.122559,100.000000,0.000000,0.019992,0.020007,94.000000,1.883032,0.000000
1.902840,1.902976,74.948730,100.000000,0.000000,0.019984,0.020004,95.000000,1.903016,0.000000
1.922840,1.923012,66.247559,100.000000,0.000000,0.020036,0.020000,96.000000,1.923052,0.000000
1.942844,1.942992,57.414551,100.000000,0.000000,0.019980,0.020005,97.000000,1.943032,0.000000
1.962852,1.962976,48.713379,100.000000,0.000000,0.019984,0.020007,98.000000,1.963016,0.000000
1.982858,1.982968,40.605469,100.000000,0.000000,0.019992,0.020006,99.000000,1.983012,0.000000
2.002864,2.003004,33.222656,100.000000,0.000000,0.020036,0.020006,100.000000,2.003044,0.000000
2.022870,2.022996,26.894531,0.000000,0.000000,0.019992,0.020006,101.000000,2.023036,0.000000
2.022878,2.043972,21.423340,0.000000,0.000000,0.020976,0.021336,102.000000,2.044012,0.000000
2.064211,2.063992,17.600098,0.000000,0.000000,0.020020,0.020006,103.000000,2.064040,0.000000
2.084219,2.083980,15.029297,0.000000,0.000000,0.019988,0.020008,104.000000,2.084020,0.000000
2.104223,2.104000,13.908691,0.000000,0.000000,0.020020,0.020003,105.000000,2.104040,0.000000
2.124226,2.123972,14.172363,0.000000,0.000000,0.019972,0.020003,106.000000,2.124012,0.000000
2.144226,2.144000,15.754395,0.000000,0.000000,0.020028,0.020000,107.000000,2.144040,0.000000
2.164228,2.163964,18.654785,0.000000,0.000000,0.019964,0.020002,108.000000,2.164012,0.000000
2.184231,2.184428,22.939453,0.000000,0.000000,0.020464,0.020003,109.000000,2.184468,0.000000
2.204236,2.204412,28.212891,0.000000,0.000000,0.019984,0.020005,110.000000,2.204452,0.000000
2.224242,2.223992,34.541016,0.000000,0.000000,0.019580,0.020006,111.000000,2.224032,0.000000
