t,tp,y,u,pot,dtp,dt,step,pct,ref
0.019994,0.000000,0.000000,100.000000,0.000000,0.051452,0.020002,0.000000,0.000052,0.000000
0.039994,0.020036,0.000000,100.000000,0.000000,0.020036,0.020000,1.000000,0.020076,0.000000
0.059998,0.040452,0.000000,100.000000,0.000000,0.020416,0.020004,2.000000,0.040492,0.000000
0.080005,0.060440,0.000000,100.000000,0.000000,0.019988,0.020007,3.000000,0.060484,0.000000
0.100005,0.080440,0.000000,100.000000,0.000000,0.020000,0.020001,4.000000,0.080480,0.000000
0.120009,0.100416,0.000000,100.000000,0.000000,0.019976,0.020003,5.000000,0.100464,0.000000
0.140004,0.120448,0.197754,100.000000,0.000000,0.020032,0.020003,6.000000,0.120488,0.000000
0.160013,0.139964,1.186523,100.000000,0.000000,0.019516,0.020001,7.000000,0.140004,0.000000
0.180017,0.159988,3.823242,100.000000,0.000000,0.020024,0.020004,8.000000,0.160036,0.000000
0.200020,0.180016,8.041992,100.000000,0.000000,0.020028,0.020004,9.000000,0.180060,0.000000
0.220025,0.200444,13.710938,100.000000,0.000000,0.020428,0.020004,10.000000,0.200484,0.000000
0.240032,0.219996,20.566406,100.000000,0.000000,0.019552,0.020008,11.000000,0.220040,0.000000
0.260040,0.240028,28.740234,100.000000,0.000000,0.020032,0.020007,12.000000,0.240068,0.000000
0.280041,0.260012,37.902832,100.000000,0.000000,0.019984,0.020001,13.000000,0.260052,0.000000
0.300043,0.280000,48.120117,100.000000,0.000000,0.019988,0.020002,14.000000,0.280040,0.000000
0.320044,0.300028,58.732910,100.000000,0.000000,0.020028,0.020001,15.000000,0.300068,0.000000
0.340046,0.320452,69.807129,100.000000,0.000000,0.020424,0.020002,16.000000,0.320492,0.000000
0.360051,0.340004,80.024414,100.000000,0.000000,0.019552,0.020006,17.000000,0.340052,0.000000
0.380053,0.359996,89.516602,100.000000,0.000000,0.019992,0.020001,18.000000,0.360040,0.000000
0.400053,0.380036,97.756348,100.000000,0.000000,0.020040,0.020000,19.000000,0.380076,0.000000
0.420054,0.400024,104.611816,100.000000,0.000000,0.019988,0.020001,20.000000,0.400064,0.000000
0.440059,0.420008,109.951172,100.000000,0.000000,0.019984,0.020005,21.000000,0.420048,0.000000
0.460063,0.440024,113.642578,100.000000,0.000000,0.020016,0.020004,22.000000,0.440068,0.000000
0.480064,0.459972,115.686035,100.000000,0.000000,0.019948,0.020002,23.000000,0.460016,0.000000
0.500065,0.480036,115.949707,100.000000,0.000000,0.020064,0.020000,24.000000,0.480076,0.000000
0.520066,0.500032,114.433594,100.000000,0.000000,0.019996,0.020001,25.000000,0.500072,0.000000
0.540068,0.520456,111.467285,100.000000,0.000000,0.020424,0.020002,26.000000,0.520496,0.000000
0.560074,0.540012,107.050781,100.000000,0.000000,0.019556,0.020006,27.000000,0.540052,0.000000
0.580079,0.560044,101.250000,100.000000,0.000000,0.020032,0.020005,28.000000,0.560084,0.000000
0.600079,0.580032,94.064941,100.000000,0.000000,0.019988,0.020000,29.000000,0.580072,0.000000
0.620081,0.600012,85.693359,100.000000,0.000000,0.019980,0.020002,30.000000,0.600052,0.000000
0.640083,0.619956,76.333008,100.000000,0.000000,0.019944,0.020002,31.000000,0.620000,0.000000
0.660084,0.640032,66.181641,100.000000,0.000000,0.020076,0.020001,32.000000,0.640076,0.000000
0.680086,0.660032,56.030273,100.000000,0.000000,0.020000,0.020002,33.000000,0.660072,0.000000
0.700086,0.680412,46.010742,100.000000,0.000000,0.020380,0.020003,34.000000,0.680460,0.000000
0.720092,0.700016,37.045898,100.000000,0.000000,0.019604,0.020003,35.000000,0.700056,0.000000
0.740099,0.720008,28.872070,100.000000,0.000000,0.019992,0.020007,36.000000,0.720048,0.000000
0.760103,0.740028,21.818848,100.000000,0.000000,0.020020,0.020005,37.000000,0.740068,0.000000
0.760112,0.760452,15.952148,100.000000,0.000000,0.020424,0.020437,38.000000,0.760492,0.000000
0.800548,0.781008,11.535645,100.000000,0.000000,0.020556,0.020008,39.000000,0.781052,0.000000
0.820556,0.801036,8.701172,100.000000,0.000000,0.020028,0.020007,40.000000,0.801076,0.000000
0.840561,0.821016,7.514648,100.000000,0.000000,0.019980,0.020005,41.000000,0.821056,0.000000
0.860562,0.840432,7.844238,100.000000,0.000000,0.019416,0.020001,42.000000,0.840472,0.000000
0.880564,0.860464,9.689941,100.000000,0.000000,0.020032,0.020002,43.000000,0.860504,0.000000
0.900568,0.880444,13.051758,100.000000,0.000000,0.019980,0.020004,44.000000,0.880488,0.000000
0.920572,0.901012,17.863770,100.000000,0.000000,0.020568,0.020004,45.000000,0.901052,0.000000
0.940573,0.920472,23.664551,100.000000,0.000000,0.019460,0.020001,46.000000,0.920516,0.000000
0.960576,0.940464,30.717773,100.000000,0.000000,0.019992,0.020003,47.000000,0.940504,0.000000
0.980579,0.961020,38.957520,100.000000,0.000000,0.020556,0.020003,48.000000,0.961060,0.000000
1.000586,0.981044,47.922363,100.000000,0.000000,0.020024,0.020007,49.000000,0.981092,0.000000
1.020588,1.001040,57.348633,100.000000,0.000000,0.019996,0.020002,50.000000,1.001080,0.000000
1.040591,1.021032,66.972656,100.000000,0.000000,0.019992,0.020004,51.000000,1.021072,0.000000
1.060599,1.041024,76.398926,100.000000,0.000000,0.019992,0.020007,52.000000,1.041064,0.000000
1.080600,1.061016,85.100098,100.000000,0.000000,0.019992,0.020001,53.000000,1.061056,0.000000
1.100605,1.081044,92.746582,100.000000,0.000000,0.020028,0.020005,54.000000,1.081084,0.000000
1.120608,1.101032,99.140625,100.000000,0.000000,0.019988,0.020003,55.000000,1.101072,0.000000
1.140611,1.121048,104.150391,100.000000,0.000000,0.020016,0.020003,56.000000,1.121092,0.000000
1.160613,1.141040,107.775879,100.000000,0.000000,0.019992,0.020002,57.000000,1.141080,0.000000
1.180615,1.161024,109.819336,100.000000,0.000000,0.019984,0.020002,58.000000,1.161064,0.000000
1.200620,1.181024,110.148926,100.000000,0.000000,0.020000,0.020005,59.000000,1.181064,0.000000
1.220625,1.201016,109.094238,100.000000,0.000000,0.019992,0.020006,60.000000,1.201056,0.000000
1.240630,1.221044,106.655273,100.000000,0.000000,0.020028,0.020004,61.000000,1.221084,0.000000
1.260630,1.241020,102.766113,100.000000,0.000000,0.019976,0.020000,62.000000,1.241060,0.000000
1.280634,1.261052,97.492676,100.000000,0.000000,0.020032,0.020004,63.000000,1.261092,0.000000
1.300639,1.281036,91.098633,100.000000,0.000000,0.019984,0.020005,64.000000,1.281076,0.000000
1.320640,1.301032,83.452148,100.000000,0.000000,0.019996,0.020001,65.000000,1.301072,0.000000
1.340647,1.321068,75.014648,100.000000,0.000000,0.020036,0.020007,66.000000,1.321108,0.000000
1.360649,1.341056,65.917969,100.000000,0.000000,0.019988,0.020002,67.000000,1.341096,0.000000
1.380652,1.361048,56.821289,100.000000,0.000000,0.019992,0.020004,68.000000,1.361088,0.000000
1.400655,1.381024,47.856445,100.000000,0.000000,0.019976,0.020002,69.000000,1.381064,0.000000
1.420657,1.401052,39.550781,100.000000,0.000000,0.020028,0.020002,70.000000,1.401092,0.000000
1.440657,1.421032,32.167969,100.000000,0.000000,0.019980,0.020000,71.000000,1.421072,0.000000
1.460662,1.441024,25.708008,100.000000,0.000000,0.019992,0.020006,72.000000,1.441064,0.000000
1.480664,1.461044,20.434570,100.000000,0.000000,0.020020,0.020001,73.000000,1.461084,0.000000
1.500667,1.481040,16.479492,100.000000,0.000000,0.019996,0.020004,74.000000,1.481080,0.000000
1.520673,1.501032,13.908691,100.000000,0.000000,0.019992,0.020005,75.000000,1.501072,0.000000
1.540679,1.521012,12.656250,100.000000,0.000000,0.019980,0.020006,76.000000,1.521056,0.000000
1.560686,1.541036,13.051758,100.000000,0.000000,0.020024,0.020007,77.000000,1.541080,0.000000
1.580692,1.561020,14.699707,100.000000,0.000000,0.019984,0.020007,78.000000,1.561064,0.000000
1.600696,1.581044,17.797852,100.000000,0.000000,0.020024,0.020004,79.000000,1.581088,0.000000
1.620702,1.601032,22.082520,100.000000,0.000000,0.019988,0.020005,80.000000,1.601072,0.000000
