t, tp, r, y, u, dtp, dt
   1.949, 1741544.000,  128.000,    3.760,    0.000, 3976.000,    5.002
   1.954, 1745520.000,  128.000,    3.820,    0.000, 3976.000,    5.004
   1.959, 1750520.000,  128.000,    3.960,    0.000, 5000.000,    5.005
   1.964, 1755520.000,  128.000,    4.020,    0.000, 5000.000,    5.002
   1.969, 1760520.000,  128.000,    4.090,    0.000, 5000.000,    5.002
   1.974, 1765520.000,  128.000,    4.220,    0.000, 5000.000,    5.005
   1.979, 1769496.000,  128.000,    4.280,    0.000, 3976.000,    5.000
   1.984, 1773472.000,  128.000,    4.280,    0.000, 3976.000,    5.002
   1.989, 1777448.000,  128.000,    4.350,    0.000, 3976.000,    5.001
   1.994, 1781424.000,  128.000,    4.480,    0.000, 3976.000,    5.004
   1.999, 1786424.000,  128.000,    4.550,    0.000, 5000.000,    5.007
   2.004, 1791424.000,  128.000,    4.610,    0.000, 5000.000,    5.004
   2.009, 1796424.000,  128.000,    4.610,    0.000, 5000.000,    5.006
   2.014, 1801424.000,  128.000,    4.750,    0.000, 5000.000,    5.002
   2.019, 1806424.000,  128.000,    4.810,    0.000, 5000.000,    5.006
   2.024, 1810400.000,  128.000,    4.810,    0.000, 3976.000,    5.007
   2.029, 1814384.000,  128.000,    4.810,    0.000, 3984.000,    5.002
   2.034, 1818352.000,  128.000,    4.880,    0.000, 3968.000,    5.001
   2.039, 1822328.000,  128.000,    4.880,    0.000, 3976.000,    5.000
   2.044, 1827328.000,  128.000,    5.010,    0.000, 5000.000,    5.002
   2.049, 1832328.000,  128.000,    5.010,    0.000, 5000.000,    5.004
   2.054, 1837328.000,  128.000,    5.010,    0.000, 5000.000,    5.000
   2.059, 1842328.000,  128.000,    5.010,    0.000, 5000.000,    5.000
   2.064, 1846304.000,  128.000,    5.010,    0.000, 3976.000,    5.006
   2.069, 1850280.000,  128.000,    5.010,    0.000, 3976.000,    5.000
   2.074, 1854256.000,  128.000,    5.010,    0.000, 3976.000,    5.003
   2.079, 1858232.000,  128.000,    5.010,    0.000, 3976.000,    5.002
   2.084, 1862208.000,  128.000,    5.010,    0.000, 3976.000,    5.001
   2.089, 1867208.000,  128.000,    5.010,    0.000, 5000.000,    5.006
   2.094, 1872208.000,  128.000,    5.010,    0.000, 5000.000,    5.007
