   0.000,    0.000,    0.000,    0.000,    0.000,   20.000
   0.000,    0.000,    0.000,    0.000,    0.000,   20.000
   0.020,   17.000,    3.030,    0.000,    0.000,   20.005
   0.040,   42.000,    0.000,    0.000,    0.000,   20.002
   0.060,   62.000,    0.000,    0.000,    0.000,   20.008
   0.080,   82.000,    0.000,    0.000,    0.000,   20.009
   0.100,  102.000,    0.000,    0.000,    0.000,   20.003
   0.120,  122.000,    0.000,    0.000,    0.000,   20.004
   0.140,  142.000,    0.000,    0.000,    0.000,   20.004
   0.160,  163.000,    0.000,    0.000,    0.000,   20.008
   0.180,  182.000,    0.000,    0.000,    0.000,   20.010
   0.200,  203.000,    0.000,    0.000,    0.000,   20.005
   0.220,  223.000,    0.000,    0.000,    0.000,   20.004
   0.240,  243.000,    0.000,    0.000,    0.000,   20.005
   0.260,  263.000,    0.000,    0.000,    0.000,   20.010
   0.280,  284.000,    0.000,    0.000,    0.000,   20.008
   0.300,  301.000,    0.000,    0.000,    0.000,   20.008
   0.320,  322.000,    0.000,    0.000,    0.000,   20.030
   0.340,  342.000,    0.000,    0.000,    0.000,   20.007
   0.360,  362.000,    0.000,    0.000,    0.000,   20.005
   0.380,  382.000,    0.000,    0.000,    0.000,   20.006
   0.400,  402.000,    0.000,    0.000,    0.000,   20.010
   0.420,  422.000,    0.000,    0.000,    0.000,   20.007
   0.440,  442.000,    0.000,    0.000,    0.000,   20.004
   0.460,  463.000,    0.000,    0.000,    0.000,   20.002
   0.480,  482.000,    0.000,    0.000,    0.000,   20.001
   0.500,  503.000,    0.000,    0.000,    0.000,   20.009
   0.520,  523.000,    0.000,    0.000,    0.000,   20.003
   0.540,  543.000,    0.000,    0.000,    0.000,   20.004
   0.560,  563.000,    0.000,    0.000,    0.000,   20.008
   0.580,  584.000,    0.000,    0.000,    0.000,   20.001
   0.600,  603.000,    0.000,    0.000,    0.000,   20.002
   0.620,  624.000,    0.000,    0.000,    0.000,   20.000
   0.640,  644.000,    0.000,    0.000,    0.000,   20.006
   0.660,  664.000,    0.000,    0.000,    0.000,   20.005
   0.680,  684.000,    0.000,    0.000,    0.000,   20.002
   0.700,  705.000,    0.000,    0.000,    0.000,   20.004
   0.720,  722.000,    0.000,    0.000,    0.000,   20.010
   0.740,  742.000,    0.000,    0.000,    0.000,   20.007
   0.760,  763.000,    0.000,    0.000,    0.000,   20.009
   0.780,  782.000,    0.000,    0.000,    0.000,   20.004
   0.800,  803.000,    0.000,    0.000,    0.000,   20.003
   0.820,  823.000,    0.000,    0.000,    0.000,   20.000
   0.840,  843.000,    0.000,    0.000,    0.000,   20.010
   0.860,  863.000,    0.000,    0.000,    0.000,   20.001
   0.880,  884.000,    0.000,    0.000,    0.000,   20.006
   0.900,  903.000,    0.000,    0.000,    0.000,   20.006
   0.920,  924.000,    0.000,    0.000,    0.000,   20.006
   0.940,  944.000,    0.000,    0.000,    0.000,   20.010
   0.960,  964.000,    0.000,    0.000,    0.000,   20.003
   0.980,  984.000,    0.000,    0.000,    0.000,   20.005
   1.000, 1005.000,    0.000,    0.000,    0.000,   20.009
   1.020, 1024.000,    0.000,    0.000,    0.000,   20.006
   1.040, 1045.000,    0.000,    0.000,    0.000,   20.004
   1.060, 1065.000,    0.000,    0.000,    0.000,   20.005
   1.080, 1084.000,    0.000,    0.000,    0.000,   20.003
   1.100, 1103.000,    0.000,    0.000,    0.000,   20.009
   1.120, 1123.000,    0.000,    0.000,    0.000,   20.001
   1.140, 1143.000,    0.000,    0.000,    0.000,   20.004
   1.160, 1163.000,    0.000,    0.000,    0.000,   20.003
   1.180, 1184.000,    0.000,    0.000,    0.000,   20.004
   1.200, 1203.000,    0.000,    0.000,    0.000,   20.007
   1.220, 1224.000,    0.000,    0.000,    0.000,   20.001
   1.240, 1244.000,    0.000,    0.000,    0.000,   20.004
   1.260, 1264.000,    0.000,    0.000,    0.000,   20.010
   1.280, 1284.000,    0.000,    0.000,    0.000,   20.003
   1.300, 1305.000,    0.000,    0.000,    0.000,   20.009
   1.320, 1324.000,    0.000,    0.000,    0.000,   20.008
   1.340, 1345.000,    0.000,    0.000,    0.000,   20.008
   1.360, 1365.000,    0.000,    0.000,    0.000,   20.007
