t,tp,y,u,pot,dtp,dt,step,pct,ref
0.019994,0.000000,0.000000,100.000000,0.000000,0.040460,0.020003,0.000000,0.000048,0.000000
0.040001,0.019980,0.000000,100.000000,0.000000,0.019980,0.020006,1.000000,0.020024,0.000000
0.060001,0.040012,0.000000,100.000000,0.000000,0.020032,0.020000,2.000000,0.040052,0.000000
0.080005,0.059992,0.000000,100.000000,0.000000,0.019980,0.020004,3.000000,0.060032,0.000000
0.100008,0.080020,0.000000,100.000000,0.000000,0.020028,0.020003,4.000000,0.080060,0.000000
0.120015,0.100004,0.000000,100.000000,0.000000,0.019984,0.020007,5.000000,0.100044,0.000000
0.140020,0.120028,0.000000,100.000000,0.000000,0.020024,0.020005,6.000000,0.120068,0.000000
0.160024,0.139840,0.000000,100.000000,0.000000,0.019812,0.020004,7.000000,0.139880,0.000000
0.160032,0.160428,0.000000,100.000000,0.000000,0.020588,0.020688,8.000000,0.160468,0.000000
0.200713,0.180404,0.000000,100.000000,0.000000,0.019976,0.020001,9.000000,0.180448,0.000000
0.220715,0.200428,0.000000,100.000000,0.000000,0.020024,0.020002,10.000000,0.200472,0.000000
0.240721,0.220452,0.000000,100.000000,0.000000,0.020024,0.020006,11.000000,0.220492,0.000000
0.260721,0.240428,0.131836,100.000000,0.000000,0.019976,0.020000,12.000000,0.240472,0.000000
0.280728,0.260416,0.725098,100.000000,0.000000,0.019988,0.020007,13.000000,0.260456,0.000000
0.300732,0.280444,2.900391,100.000000,0.000000,0.020028,0.020004,14.000000,0.280484,0.000000
0.320732,0.300416,6.789551,100.000000,0.000000,0.019972,0.020001,15.000000,0.300456,0.000000
0.340738,0.320404,12.062988,100.000000,0.000000,0.019988,0.020005,16.000000,0.320448,0.000000
0.360739,0.340424,18.720703,100.000000,0.000000,0.020020,0.020001,17.000000,0.340468,0.000000
0.380740,0.360416,26.630859,100.000000,0.000000,0.019992,0.020001,18.000000,0.360456,0.000000
0.400746,0.380436,35.529785,100.000000,0.000000,0.020020,0.020006,19.000000,0.380476,0.000000
0.420750,0.400416,45.549316,100.000000,0.000000,0.019980,0.020004,20.000000,0.400456,0.000000
0.440757,0.420436,56.096191,100.000000,0.000000,0.020020,0.020007,21.000000,0.420476,0.000000
0.460757,0.440424,66.972656,100.000000,0.000000,0.019988,0.020000,22.000000,0.440464,0.000000
0.480760,0.460444,77.519531,100.000000,0.000000,0.020020,0.020003,23.000000,0.460488,0.000000
0.500764,0.480432,87.275391,100.000000,0.000000,0.019988,0.020004,24.000000,0.480472,0.000000
0.520764,0.500420,95.910645,100.000000,0.000000,0.019988,0.020000,25.000000,0.500460,0.000000
0.540771,0.520444,103.227539,100.000000,0.000000,0.020024,0.020007,26.000000,0.520484,0.000000
0.560772,0.540428,109.094238,100.000000,0.000000,0.019984,0.020001,27.000000,0.540468,0.000000
0.580778,0.560460,113.312988,100.000000,0.000000,0.020032,0.020007,28.000000,0.560500,0.000000
0.600780,0.580448,115.949707,100.000000,0.000000,0.019988,0.020001,29.000000,0.580488,0.000000
0.620784,0.600432,116.740723,100.000000,0.000000,0.019984,0.020004,30.000000,0.600472,0.000000
0.640784,0.620416,115.883789,100.000000,0.000000,0.019984,0.020000,31.000000,0.620456,0.000000
0.660786,0.640444,113.312988,100.000000,0.000000,0.020028,0.020002,32.000000,0.640484,0.000000
0.680791,0.660432,109.291992,100.000000,0.000000,0.019988,0.020005,33.000000,0.660472,0.000000
0.700794,0.681020,103.557129,100.000000,0.000000,0.020588,0.020004,34.000000,0.681060,0.000000
0.720800,0.701016,96.635742,100.000000,0.000000,0.019996,0.020005,35.000000,0.701056,0.000000
0.720808,0.722024,88.000488,100.000000,0.000000,0.021008,0.021311,36.000000,0.722064,0.000000
0.762111,0.742012,78.771973,100.000000,0.000000,0.019988,0.020001,37.000000,0.742052,0.000000
0.782119,0.762000,68.752441,100.000000,0.000000,0.019988,0.020007,38.000000,0.762040,0.000000
0.802120,0.782036,58.403320,100.000000,0.000000,0.020036,0.020001,39.000000,0.782080,0.000000
0.822125,0.802024,48.383789,100.000000,0.000000,0.019988,0.020005,40.000000,0.802064,0.000000
0.842127,0.822020,38.891602,100.000000,0.000000,0.019996,0.020002,41.000000,0.822060,0.000000
0.862130,0.842016,30.454102,100.000000,0.000000,0.019996,0.020003,42.000000,0.842056,0.000000
0.882132,0.862016,23.071289,100.000000,0.000000,0.020000,0.020002,43.000000,0.862056,0.000000
0.902137,0.882008,17.006836,100.000000,0.000000,0.019992,0.020005,44.000000,0.882052,0.000000
0.922137,0.902008,12.128906,100.000000,0.000000,0.020000,0.020000,45.000000,0.902048,0.000000
0.942144,0.922032,8.898926,100.000000,0.000000,0.020024,0.020007,46.000000,0.922076,0.000000
0.942152,0.942024,7.119141,100.000000,0.000000,0.019992,0.020216,47.000000,0.942064,0.000000
0.982361,0.962008,7.119141,100.000000,0.000000,0.019984,0.020001,48.000000,0.962048,0.000000
1.002362,0.981996,8.569336,100.000000,0.000000,0.019988,0.020001,49.000000,0.982040,0.000000
1.022363,1.002032,11.535645,100.000000,0.000000,0.020036,0.020001,50.000000,1.002076,0.000000
1.042367,1.022032,15.952148,100.000000,0.000000,0.020000,0.020004,51.000000,1.022072,0.000000
1.062372,1.042024,21.555176,100.000000,0.000000,0.019992,0.020005,52.000000,1.042064,0.000000
1.082374,1.062016,28.344727,100.000000,0.000000,0.019992,0.020002,53.000000,1.062056,0.000000
1.102375,1.082004,36.057129,100.000000,0.000000,0.019988,0.020001,54.000000,1.082052,0.000000
1.122379,1.102008,44.824219,100.000000,0.000000,0.020004,0.020004,55.000000,1.102052,0.000000
1.122387,1.124016,55.239258,100.000000,0.000000,0.022008,0.021558,56.000000,1.124056,0.000000
1.163941,1.144016,64.863281,100.000000,0.000000,0.020000,0.020004,57.000000,1.144056,0.000000
1.183945,1.163848,74.355469,100.000000,0.000000,0.019832,0.020005,58.000000,1.163888,0.000000
1.203949,1.184020,83.320312,100.000000,0.000000,0.020172,0.020003,59.000000,1.184060,0.000000
1.203957,1.208036,92.680664,100.000000,0.000000,0.024016,0.024097,60.000000,1.208076,0.000000
1.248048,1.227852,99.074707,100.000000,0.000000,0.019816,0.020003,61.000000,1.227896,0.000000
1.268055,1.248020,104.282227,100.000000,0.000000,0.020168,0.020006,62.000000,1.248068,0.000000
1.288059,1.268016,108.039551,100.000000,0.000000,0.019996,0.020004,63.000000,1.268056,0.000000
1.307809,1.288452,110.148926,100.000000,0.000000,0.020436,0.020769,64.000000,1.288492,0.000000
1.328832,1.308436,110.742188,100.000000,0.000000,0.019984,0.020004,65.000000,1.308480,0.000000
1.348835,1.328432,109.687500,100.000000,0.000000,0.019996,0.020003,66.000000,1.328472,0.000000
1.368838,1.348460,107.248535,100.000000,0.000000,0.020028,0.020003,67.000000,1.348500,0.000000
1.388845,1.368432,103.293457,100.000000,0.000000,0.019972,0.020007,68.000000,1.368480,0.000000
1.408852,1.388420,98.020020,100.000000,0.000000,0.019988,0.020008,69.000000,1.388464,0.000000
1.428853,1.408440,91.494141,100.000000,0.000000,0.020020,0.020001,70.000000,1.408484,0.000000
1.448857,1.428428,83.979492,100.000000,0.000000,0.019988,0.020003,71.000000,1.428472,0.000000
1.468862,1.448448,75.410156,100.000000,0.000000,0.020020,0.020005,72.000000,1.448492,0.000000
1.488863,1.468440,66.379395,100.000000,0.000000,0.019992,0.020001,73.000000,1.468480,0.000000
1.508865,1.488464,57.150879,100.000000,0.000000,0.020024,0.020003,74.000000,1.488508,0.000000
1.528871,1.508456,48.186035,100.000000,0.000000,0.019992,0.020006,75.000000,1.508496,0.000000
1.548877,1.528436,39.748535,100.000000,0.000000,0.019980,0.020005,76.000000,1.528476,0.000000
1.568884,1.548468,32.299805,100.000000,0.000000,0.020032,0.020007,77.000000,1.548508,0.000000
1.588884,1.568452,25.708008,100.000000,0.000000,0.019984,0.020000,78.000000,1.568492,0.000000
1.608885,1.588448,20.434570,100.000000,0.000000,0.019996,0.020001,79.000000,1.588488,0.000000
1.628892,1.608436,16.347656,100.000000,0.000000,0.019988,0.020007,80.000000,1.608476,0.000000
1.648897,1.628468,13.645020,100.000000,0.000000,0.020032,0.020005,81.000000,1.628508,0.000000
1.668902,1.649056,12.260742,100.000000,0.000000,0.020588,0.020005,82.000000,1.649096,0.000000
1.688908,1.669048,12.392578,100.000000,0.000000,0.019992,0.020006,83.000000,1.669088,0.000000
1.708908,1.689040,14.106445,100.000000,0.000000,0.019992,0.020000,84.000000,1.689080,0.000000
1.728912,1.708456,16.875000,100.000000,0.000000,0.019416,0.020004,85.000000,1.708496,0.000000
1.748912,1.729056,21.291504,100.000000,0.000000,0.020600,0.020000,86.000000,1.729096,0.000000
1.768915,1.748444,26.499023,100.000000,0.000000,0.019388,0.020003,87.000000,1.748484,0.000000
1.788917,1.768476,32.893066,100.000000,0.000000,0.020032,0.020002,88.000000,1.768516,0.000000
1.808923,1.789024,40.473633,100.000000,0.000000,0.020548,0.020006,89.000000,1.789068,0.000000
1.828928,1.809052,48.647461,100.000000,0.000000,0.020028,0.020005,90.000000,1.809096,0.000000
1.848929,1.829040,57.216797,100.000000,0.000000,0.019988,0.020001,91.000000,1.829080,0.000000
1.868929,1.849036,66.049805,100.000000,0.000000,0.019996,0.020000,92.000000,1.849076,0.000000
1.888934,1.869024,74.553223,100.000000,0.000000,0.019988,0.020005,93.000000,1.869064,0.000000
1.908937,1.889012,82.529297,100.000000,0.000000,0.019988,0.020003,94.000000,1.889060,0.000000
