t, tp, r, y, u, dtp, dt
   0.425, 368996.000,  128.000,   50.690,    0.000, 3968.000,    5.006
   0.430, 373996.000,  128.000,   50.490,    0.000, 5000.000,    5.007
   0.435, 378996.000,  128.000,   50.230,    0.000, 5000.000,    5.000
   0.440, 383996.000,  128.000,   49.900,    0.000, 5000.000,    5.004
   0.445, 389012.000,  128.000,   49.440,    0.000, 5016.000,    5.006
   0.450, 392972.000,  128.000,   48.910,    0.000, 3960.000,    5.004
   0.455, 396948.000,  128.000,   48.380,    0.000, 3976.000,    5.001
   0.460, 400924.000,  128.000,   47.720,    0.000, 3976.000,    5.005
   0.465, 404900.000,  128.000,   47.000,    0.000, 3976.000,    5.000
   0.470, 408876.000,  128.000,   46.210,    0.000, 3976.000,    5.003
   0.475, 413876.000,  128.000,   45.220,    0.000, 5000.000,    5.001
   0.480, 418876.000,  128.000,   44.360,    0.000, 5000.000,    5.004
   0.485, 423876.000,  128.000,   43.310,    0.000, 5000.000,    5.004
   0.490, 428876.000,  128.000,   42.060,    0.000, 5000.000,    5.002
   0.495, 432860.000,  128.000,   41.000,    0.000, 3984.000,    5.004
   0.500, 436832.000,  128.000,   39.680,    0.000, 3972.000,    5.005
   0.505, 440804.000,  128.000,   38.360,    0.000, 3972.000,    5.005
   0.510, 444780.000,  128.000,   37.180,    0.000, 3976.000,    5.005
   0.515, 449780.000,  128.000,   35.660,    0.000, 5000.000,    5.000
   0.520, 454780.000,  128.000,   34.280,    0.000, 5000.000,    5.003
   0.525, 459780.000,  128.000,   32.560,    0.000, 5000.000,    5.003
   0.530, 464780.000,  128.000,   30.920,    0.000, 5000.000,    5.001
   0.535, 468756.000,  128.000,   29.400,    0.000, 3976.000,    5.000
   0.540, 472740.000,  128.000,   27.550,    0.000, 3984.000,    5.001
   0.545, 476708.000,  128.000,   25.710,    0.000, 3968.000,    5.001
   0.550, 480684.000,  128.000,   24.130,    0.000, 3976.000,    5.001
   0.555, 484660.000,  128.000,   22.210,    0.000, 3976.000,    5.006
   0.560, 489660.000,  128.000,   20.430,    0.000, 5000.000,    5.001
   0.565, 494660.000,  128.000,   18.460,    0.000, 5000.000,    5.006
   0.570, 499660.000,  128.000,   16.410,    0.000, 5000.000,    5.005
   0.575, 504660.000,  128.000,   14.630,    0.000, 5000.000,    5.005
   0.580, 508644.000,  128.000,   12.660,    0.000, 3984.000,    5.005
   0.585, 512612.000,  128.000,   10.610,    0.000, 3968.000,    5.000
   0.590, 516588.000,  128.000,    8.770,    0.000, 3976.000,    5.001
   0.595, 520564.000,  128.000,    6.720,    0.000, 3976.000,    5.002
   0.600, 525564.000,  128.000,    4.750,    0.000, 5000.000,    5.006
   0.605, 530564.000,  128.000,    2.900,    0.000, 5000.000,    5.004
   0.610, 535564.000,  128.000,    0.860,    0.000, 5000.000,    5.005
   0.615, 540564.000,  128.000,   -1.190,    0.000, 5000.000,    5.006
   0.620, 544540.000,  128.000,   -2.830,    0.000, 3976.000,    5.005
   0.625, 548516.000,  128.000,   -4.880,    0.000, 3976.000,    5.003
   0.630, 552492.000,  128.000,   -6.790,    0.000, 3976.000,    5.005
   0.635, 556468.000,  128.000,   -8.440,    0.000, 3976.000,    5.004
   0.640, 560444.000,  128.000,  -10.420,    0.000, 3976.000,    5.004
   0.645, 565444.000,  128.000,  -12.260,    0.000, 5000.000,    5.004
   0.650, 570444.000,  128.000,  -13.840,    0.000, 5000.000,    5.001
   0.655, 575444.000,  128.000,  -15.560,    0.000, 5000.000,    5.003
   0.660, 580444.000,  128.000,  -17.070,    0.000, 5000.000,    5.002
   0.665, 584420.000,  128.000,  -18.720,    0.000, 3976.000,    5.002
   0.670, 588396.000,  128.000,  -20.300,    0.000, 3976.000,    5.001
   0.675, 592372.000,  128.000,  -21.620,    0.000, 3976.000,    5.001
   0.680, 596352.000,  128.000,  -23.070,    0.000, 3980.000,    5.005
   0.685, 601348.000,  128.000,  -24.260,    0.000, 4996.000,    5.006
   0.690, 606356.000,  128.000,  -25.710,    0.000, 5008.000,    5.004
   0.695, 611348.000,  128.000,  -26.760,    0.000, 4992.000,    5.007
   0.700, 616348.000,  128.000,  -27.950,    0.000, 5000.000,    5.000
   0.705, 620324.000,  128.000,  -29.000,    0.000, 3976.000,    5.001
   0.710, 624300.000,  128.000,  -29.930,    0.000, 3976.000,    5.006
   0.715, 628276.000,  128.000,  -30.850,    0.000, 3976.000,    5.002
   0.720, 632252.000,  128.000,  -31.570,    0.000, 3976.000,    5.001
   0.725, 636228.000,  128.000,  -32.370,    0.000, 3976.000,    5.004
   0.730, 641228.000,  128.000,  -33.090,    0.000, 5000.000,    5.002
   0.735, 646228.000,  128.000,  -33.490,    0.000, 5000.000,    5.004
   0.740, 651228.000,  128.000,  -34.010,    0.000, 5000.000,    5.001
   0.745, 656228.000,  128.000,  -34.410,    0.000, 5000.000,    5.004
   0.750, 660204.000,  128.000,  -34.670,    0.000, 3976.000,    5.003
   0.755, 664180.000,  128.000,  -34.940,    0.000, 3976.000,    5.000
   0.760, 668164.000,  128.000,  -35.070,    0.000, 3984.000,    5.004
   0.765, 672132.000,  128.000,  -35.070,    0.000, 3968.000,    5.001
   0.770, 676108.000,  128.000,  -35.070,    0.000, 3976.000,    5.001
   0.775, 681108.000,  128.000,  -34.940,    0.000, 5000.000,    5.004
   0.780, 686108.000,  128.000,  -34.670,    0.000, 5000.000,    5.003
   0.785, 691108.000,  128.000,  -34.280,    0.000, 5000.000,    5.002
   0.790, 695084.000,  128.000,  -33.880,    0.000, 3976.000,    5.005
   0.795, 699060.000,  128.000,  -33.420,    0.000, 3976.000,    5.000
   0.800, 703036.000,  128.000,  -32.830,    0.000, 3976.000,    5.006
   0.805, 707012.000,  128.000,  -32.170,    0.000, 3976.000,    5.004
   0.810, 710988.000,  128.000,  -31.510,    0.000, 3976.000,    5.002
   0.815, 715988.000,  128.000,  -30.590,    0.000, 5000.000,    5.006
   0.820, 720988.000,  128.000,  -29.790,    0.000, 5000.000,    5.005
   0.825, 725988.000,  128.000,  -28.740,    0.000, 5000.000,    5.000
   0.830, 730988.000,  128.000,  -27.690,    0.000, 5000.000,    5.001
   0.835, 734964.000,  128.000,  -26.630,    0.000, 3976.000,    5.006
   0.840, 738944.000,  128.000,  -25.440,    0.000, 3980.000,    5.005
   0.845, 742916.000,  128.000,  -24.390,    0.000, 3972.000,    5.004
   0.850, 746892.000,  128.000,  -22.940,    0.000, 3976.000,    5.003
   0.855, 750868.000,  128.000,  -21.620,    0.000, 3976.000,    5.002
   0.860, 755868.000,  128.000,  -20.170,    0.000, 5000.000,    5.003
   0.865, 760868.000,  128.000,  -18.590,    0.000, 5000.000,    5.006
   0.870, 765872.000,  128.000,  -17.270,    0.000, 5004.000,    5.006
   0.875, 769844.000,  128.000,  -15.490,    0.000, 3972.000,    5.004
   0.880, 773820.000,  128.000,  -14.110,    0.000, 3976.000,    5.007
   0.885, 777796.000,  128.000,  -12.330,    0.000, 3976.000,    5.002
   0.890, 781772.000,  128.000,  -10.480,    0.000, 3976.000,    5.005
   0.895, 785748.000,  128.000,   -8.900,    0.000, 3976.000,    5.006
   0.900, 790748.000,  128.000,   -6.990,    0.000, 5000.000,    5.005
   0.905, 795748.000,  128.000,   -5.140,    0.000, 5000.000,    5.000
   0.910, 800748.000,  128.000,   -3.560,    0.000, 5000.000,    5.002
   0.915, 805748.000,  128.000,   -1.580,    0.000, 5000.000,    5.001
   0.920, 809724.000,  128.000,    0.400,    0.000, 3976.000,    5.002
